"","EC","class"
"1","1.1.1.1","Oxidoreductases"
"2","1.1.1.10","Oxidoreductases"
"3","1.1.1.100","Oxidoreductases"
"4","1.1.1.101","Oxidoreductases"
"5","1.1.1.102","Oxidoreductases"
"6","1.1.1.103","Oxidoreductases"
"7","1.1.1.105","Oxidoreductases"
"8","1.1.1.11","Oxidoreductases"
"9","1.1.1.110","Oxidoreductases"
"10","1.1.1.116","Oxidoreductases"
"11","1.1.1.117","Oxidoreductases"
"12","1.1.1.12","Oxidoreductases"
"13","1.1.1.120","Oxidoreductases"
"14","1.1.1.122","Oxidoreductases"
"15","1.1.1.127","Oxidoreductases"
"16","1.1.1.129","Oxidoreductases"
"17","1.1.1.13","Oxidoreductases"
"18","1.1.1.130","Oxidoreductases"
"19","1.1.1.132","Oxidoreductases"
"20","1.1.1.133","Oxidoreductases"
"21","1.1.1.135","Oxidoreductases"
"22","1.1.1.136","Oxidoreductases"
"23","1.1.1.137","Oxidoreductases"
"24","1.1.1.138","Oxidoreductases"
"25","1.1.1.14","Oxidoreductases"
"26","1.1.1.140","Oxidoreductases"
"27","1.1.1.145","Oxidoreductases"
"28","1.1.1.146","Oxidoreductases"
"29","1.1.1.149","Oxidoreductases"
"30","1.1.1.15","Oxidoreductases"
"31","1.1.1.153","Oxidoreductases"
"32","1.1.1.154","Oxidoreductases"
"33","1.1.1.156","Oxidoreductases"
"34","1.1.1.157","Oxidoreductases"
"35","1.1.1.16","Oxidoreductases"
"36","1.1.1.169","Oxidoreductases"
"37","1.1.1.17","Oxidoreductases"
"38","1.1.1.170","Oxidoreductases"
"39","1.1.1.173","Oxidoreductases"
"40","1.1.1.175","Oxidoreductases"
"41","1.1.1.178","Oxidoreductases"
"42","1.1.1.179","Oxidoreductases"
"43","1.1.1.18","Oxidoreductases"
"44","1.1.1.181","Oxidoreductases"
"45","1.1.1.184","Oxidoreductases"
"46","1.1.1.189","Oxidoreductases"
"47","1.1.1.19","Oxidoreductases"
"48","1.1.1.193","Oxidoreductases"
"49","1.1.1.195","Oxidoreductases"
"50","1.1.1.2","Oxidoreductases"
"51","1.1.1.20","Oxidoreductases"
"52","1.1.1.202","Oxidoreductases"
"53","1.1.1.203","Oxidoreductases"
"54","1.1.1.205","Oxidoreductases"
"55","1.1.1.206","Oxidoreductases"
"56","1.1.1.21","Oxidoreductases"
"57","1.1.1.211","Oxidoreductases"
"58","1.1.1.213","Oxidoreductases"
"59","1.1.1.215","Oxidoreductases"
"60","1.1.1.218","Oxidoreductases"
"61","1.1.1.219","Oxidoreductases"
"62","1.1.1.22","Oxidoreductases"
"63","1.1.1.23","Oxidoreductases"
"64","1.1.1.232","Oxidoreductases"
"65","1.1.1.237","Oxidoreductases"
"66","1.1.1.239","Oxidoreductases"
"67","1.1.1.24","Oxidoreductases"
"68","1.1.1.244","Oxidoreductases"
"69","1.1.1.247","Oxidoreductases"
"70","1.1.1.248","Oxidoreductases"
"71","1.1.1.25","Oxidoreductases"
"72","1.1.1.250","Oxidoreductases"
"73","1.1.1.251","Oxidoreductases"
"74","1.1.1.256","Oxidoreductases"
"75","1.1.1.259","Oxidoreductases"
"76","1.1.1.26","Oxidoreductases"
"77","1.1.1.262","Oxidoreductases"
"78","1.1.1.266","Oxidoreductases"
"79","1.1.1.267","Oxidoreductases"
"80","1.1.1.27","Oxidoreductases"
"81","1.1.1.270","Oxidoreductases"
"82","1.1.1.271","Oxidoreductases"
"83","1.1.1.28","Oxidoreductases"
"84","1.1.1.281","Oxidoreductases"
"85","1.1.1.282","Oxidoreductases"
"86","1.1.1.283","Oxidoreductases"
"87","1.1.1.284","Oxidoreductases"
"88","1.1.1.285","Oxidoreductases"
"89","1.1.1.286","Oxidoreductases"
"90","1.1.1.287","Oxidoreductases"
"91","1.1.1.288","Oxidoreductases"
"92","1.1.1.289","Oxidoreductases"
"93","1.1.1.29","Oxidoreductases"
"94","1.1.1.290","Oxidoreductases"
"95","1.1.1.294","Oxidoreductases"
"96","1.1.1.298","Oxidoreductases"
"97","1.1.1.3","Oxidoreductases"
"98","1.1.1.30","Oxidoreductases"
"99","1.1.1.302","Oxidoreductases"
"100","1.1.1.305","Oxidoreductases"
"101","1.1.1.307","Oxidoreductases"
"102","1.1.1.309","Oxidoreductases"
"103","1.1.1.31","Oxidoreductases"
"104","1.1.1.310","Oxidoreductases"
"105","1.1.1.312","Oxidoreductases"
"106","1.1.1.313","Oxidoreductases"
"107","1.1.1.316","Oxidoreductases"
"108","1.1.1.324","Oxidoreductases"
"109","1.1.1.325","Oxidoreductases"
"110","1.1.1.330","Oxidoreductases"
"111","1.1.1.331","Oxidoreductases"
"112","1.1.1.332","Oxidoreductases"
"113","1.1.1.335","Oxidoreductases"
"114","1.1.1.336","Oxidoreductases"
"115","1.1.1.337","Oxidoreductases"
"116","1.1.1.338","Oxidoreductases"
"117","1.1.1.339","Oxidoreductases"
"118","1.1.1.34","Oxidoreductases"
"119","1.1.1.340","Oxidoreductases"
"120","1.1.1.341","Oxidoreductases"
"121","1.1.1.342","Oxidoreductases"
"122","1.1.1.343","Oxidoreductases"
"123","1.1.1.344","Oxidoreductases"
"124","1.1.1.348","Oxidoreductases"
"125","1.1.1.349","Oxidoreductases"
"126","1.1.1.35","Oxidoreductases"
"127","1.1.1.350","Oxidoreductases"
"128","1.1.1.352","Oxidoreductases"
"129","1.1.1.356","Oxidoreductases"
"130","1.1.1.359","Oxidoreductases"
"131","1.1.1.36","Oxidoreductases"
"132","1.1.1.360","Oxidoreductases"
"133","1.1.1.361","Oxidoreductases"
"134","1.1.1.362","Oxidoreductases"
"135","1.1.1.363","Oxidoreductases"
"136","1.1.1.364","Oxidoreductases"
"137","1.1.1.365","Oxidoreductases"
"138","1.1.1.367","Oxidoreductases"
"139","1.1.1.368","Oxidoreductases"
"140","1.1.1.369","Oxidoreductases"
"141","1.1.1.37","Oxidoreductases"
"142","1.1.1.370","Oxidoreductases"
"143","1.1.1.371","Oxidoreductases"
"144","1.1.1.372","Oxidoreductases"
"145","1.1.1.377","Oxidoreductases"
"146","1.1.1.378","Oxidoreductases"
"147","1.1.1.380","Oxidoreductases"
"148","1.1.1.381","Oxidoreductases"
"149","1.1.1.384","Oxidoreductases"
"150","1.1.1.385","Oxidoreductases"
"151","1.1.1.39","Oxidoreductases"
"152","1.1.1.394","Oxidoreductases"
"153","1.1.1.40","Oxidoreductases"
"154","1.1.1.401","Oxidoreductases"
"155","1.1.1.404","Oxidoreductases"
"156","1.1.1.405","Oxidoreductases"
"157","1.1.1.41","Oxidoreductases"
"158","1.1.1.414","Oxidoreductases"
"159","1.1.1.415","Oxidoreductases"
"160","1.1.1.418","Oxidoreductases"
"161","1.1.1.42","Oxidoreductases"
"162","1.1.1.424","Oxidoreductases"
"163","1.1.1.426","Oxidoreductases"
"164","1.1.1.427","Oxidoreductases"
"165","1.1.1.429","Oxidoreductases"
"166","1.1.1.43","Oxidoreductases"
"167","1.1.1.433","Oxidoreductases"
"168","1.1.1.434","Oxidoreductases"
"169","1.1.1.435","Oxidoreductases"
"170","1.1.1.436","Oxidoreductases"
"171","1.1.1.437","Oxidoreductases"
"172","1.1.1.44","Oxidoreductases"
"173","1.1.1.45","Oxidoreductases"
"174","1.1.1.46","Oxidoreductases"
"175","1.1.1.47","Oxidoreductases"
"176","1.1.1.48","Oxidoreductases"
"177","1.1.1.49","Oxidoreductases"
"178","1.1.1.50","Oxidoreductases"
"179","1.1.1.51","Oxidoreductases"
"180","1.1.1.53","Oxidoreductases"
"181","1.1.1.56","Oxidoreductases"
"182","1.1.1.57","Oxidoreductases"
"183","1.1.1.58","Oxidoreductases"
"184","1.1.1.59","Oxidoreductases"
"185","1.1.1.6","Oxidoreductases"
"186","1.1.1.60","Oxidoreductases"
"187","1.1.1.61","Oxidoreductases"
"188","1.1.1.62","Oxidoreductases"
"189","1.1.1.64","Oxidoreductases"
"190","1.1.1.65","Oxidoreductases"
"191","1.1.1.67","Oxidoreductases"
"192","1.1.1.75","Oxidoreductases"
"193","1.1.1.77","Oxidoreductases"
"194","1.1.1.78","Oxidoreductases"
"195","1.1.1.79","Oxidoreductases"
"196","1.1.1.80","Oxidoreductases"
"197","1.1.1.81","Oxidoreductases"
"198","1.1.1.82","Oxidoreductases"
"199","1.1.1.83","Oxidoreductases"
"200","1.1.1.85","Oxidoreductases"
"201","1.1.1.86","Oxidoreductases"
"202","1.1.1.87","Oxidoreductases"
"203","1.1.1.9","Oxidoreductases"
"204","1.1.1.90","Oxidoreductases"
"205","1.1.1.92","Oxidoreductases"
"206","1.1.1.93","Oxidoreductases"
"207","1.1.1.95","Oxidoreductases"
"208","1.1.2.10","Oxidoreductases"
"209","1.1.2.2","Oxidoreductases"
"210","1.1.2.3","Oxidoreductases"
"211","1.1.2.4","Oxidoreductases"
"212","1.1.2.5","Oxidoreductases"
"213","1.1.2.7","Oxidoreductases"
"214","1.1.2.8","Oxidoreductases"
"215","1.1.3.12","Oxidoreductases"
"216","1.1.3.13","Oxidoreductases"
"217","1.1.3.15","Oxidoreductases"
"218","1.1.3.17","Oxidoreductases"
"219","1.1.3.23","Oxidoreductases"
"220","1.1.3.37","Oxidoreductases"
"221","1.1.3.4","Oxidoreductases"
"222","1.1.3.41","Oxidoreductases"
"223","1.1.3.46","Oxidoreductases"
"224","1.1.3.5","Oxidoreductases"
"225","1.1.3.8","Oxidoreductases"
"226","1.1.3.9","Oxidoreductases"
"227","1.1.5.12","Oxidoreductases"
"228","1.1.5.13","Oxidoreductases"
"229","1.1.5.2","Oxidoreductases"
"230","1.1.5.4","Oxidoreductases"
"231","1.1.5.5","Oxidoreductases"
"232","1.1.5.8","Oxidoreductases"
"233","1.1.5.9","Oxidoreductases"
"234","1.1.7.1","Oxidoreductases"
"235","1.1.98.6","Oxidoreductases"
"236","1.1.99.1","Oxidoreductases"
"237","1.1.99.14","Oxidoreductases"
"238","1.1.99.2","Oxidoreductases"
"239","1.1.99.21","Oxidoreductases"
"240","1.1.99.3","Oxidoreductases"
"241","1.1.99.40","Oxidoreductases"
"242","1.1.99.41","Oxidoreductases"
"243","1.1.99.6","Oxidoreductases"
"244","1.1.99.7","Oxidoreductases"
"245","1.10.3.1","Oxidoreductases"
"246","1.10.3.15","Oxidoreductases"
"247","1.10.3.16","Oxidoreductases"
"248","1.10.3.3","Oxidoreductases"
"249","1.10.3.4","Oxidoreductases"
"250","1.10.3.9","Oxidoreductases"
"251","1.11.1.11","Oxidoreductases"
"252","1.11.1.12","Oxidoreductases"
"253","1.11.1.20","Oxidoreductases"
"254","1.11.1.21","Oxidoreductases"
"255","1.11.1.23","Oxidoreductases"
"256","1.11.1.27","Oxidoreductases"
"257","1.11.1.6","Oxidoreductases"
"258","1.11.1.7","Oxidoreductases"
"259","1.11.1.8","Oxidoreductases"
"260","1.11.1.9","Oxidoreductases"
"261","1.11.2.6","Oxidoreductases"
"262","1.12.98.1","Oxidoreductases"
"263","1.12.98.2","Oxidoreductases"
"264","1.13.11.1","Oxidoreductases"
"265","1.13.11.11","Oxidoreductases"
"266","1.13.11.12","Oxidoreductases"
"267","1.13.11.15","Oxidoreductases"
"268","1.13.11.16","Oxidoreductases"
"269","1.13.11.18","Oxidoreductases"
"270","1.13.11.19","Oxidoreductases"
"271","1.13.11.2","Oxidoreductases"
"272","1.13.11.20","Oxidoreductases"
"273","1.13.11.25","Oxidoreductases"
"274","1.13.11.27","Oxidoreductases"
"275","1.13.11.3","Oxidoreductases"
"276","1.13.11.33","Oxidoreductases"
"277","1.13.11.34","Oxidoreductases"
"278","1.13.11.37","Oxidoreductases"
"279","1.13.11.39","Oxidoreductases"
"280","1.13.11.4","Oxidoreductases"
"281","1.13.11.46","Oxidoreductases"
"282","1.13.11.5","Oxidoreductases"
"283","1.13.11.51","Oxidoreductases"
"284","1.13.11.52","Oxidoreductases"
"285","1.13.11.53","Oxidoreductases"
"286","1.13.11.54","Oxidoreductases"
"287","1.13.11.55","Oxidoreductases"
"288","1.13.11.56","Oxidoreductases"
"289","1.13.11.59","Oxidoreductases"
"290","1.13.11.6","Oxidoreductases"
"291","1.13.11.63","Oxidoreductases"
"292","1.13.11.73","Oxidoreductases"
"293","1.13.11.78","Oxidoreductases"
"294","1.13.11.79","Oxidoreductases"
"295","1.13.11.8","Oxidoreductases"
"296","1.13.11.84","Oxidoreductases"
"297","1.13.11.9","Oxidoreductases"
"298","1.13.11.93","Oxidoreductases"
"299","1.13.12.1","Oxidoreductases"
"300","1.13.12.15","Oxidoreductases"
"301","1.13.12.16","Oxidoreductases"
"302","1.13.12.17","Oxidoreductases"
"303","1.13.12.2","Oxidoreductases"
"304","1.13.12.20","Oxidoreductases"
"305","1.13.12.21","Oxidoreductases"
"306","1.13.12.22","Oxidoreductases"
"307","1.13.12.3","Oxidoreductases"
"308","1.13.12.4","Oxidoreductases"
"309","1.13.12.9","Oxidoreductases"
"310","1.13.99.1","Oxidoreductases"
"311","1.13.99.3","Oxidoreductases"
"312","1.14.11.1","Oxidoreductases"
"313","1.14.11.11","Oxidoreductases"
"314","1.14.11.12","Oxidoreductases"
"315","1.14.11.15","Oxidoreductases"
"316","1.14.11.2","Oxidoreductases"
"317","1.14.11.20","Oxidoreductases"
"318","1.14.11.21","Oxidoreductases"
"319","1.14.11.24","Oxidoreductases"
"320","1.14.11.25","Oxidoreductases"
"321","1.14.11.26","Oxidoreductases"
"322","1.14.11.31","Oxidoreductases"
"323","1.14.11.32","Oxidoreductases"
"324","1.14.11.35","Oxidoreductases"
"325","1.14.11.36","Oxidoreductases"
"326","1.14.11.38","Oxidoreductases"
"327","1.14.11.4","Oxidoreductases"
"328","1.14.11.46","Oxidoreductases"
"329","1.14.11.55","Oxidoreductases"
"330","1.14.11.59","Oxidoreductases"
"331","1.14.11.64","Oxidoreductases"
"332","1.14.11.8","Oxidoreductases"
"333","1.14.11.82","Oxidoreductases"
"334","1.14.11.9","Oxidoreductases"
"335","1.14.12.1","Oxidoreductases"
"336","1.14.12.10","Oxidoreductases"
"337","1.14.12.11","Oxidoreductases"
"338","1.14.12.12","Oxidoreductases"
"339","1.14.12.14","Oxidoreductases"
"340","1.14.12.15","Oxidoreductases"
"341","1.14.12.18","Oxidoreductases"
"342","1.14.12.19","Oxidoreductases"
"343","1.14.12.22","Oxidoreductases"
"344","1.14.12.25","Oxidoreductases"
"345","1.14.12.26","Oxidoreductases"
"346","1.14.12.3","Oxidoreductases"
"347","1.14.12.7","Oxidoreductases"
"348","1.14.13.1","Oxidoreductases"
"349","1.14.13.111","Oxidoreductases"
"350","1.14.13.113","Oxidoreductases"
"351","1.14.13.114","Oxidoreductases"
"352","1.14.13.122","Oxidoreductases"
"353","1.14.13.127","Oxidoreductases"
"354","1.14.13.128","Oxidoreductases"
"355","1.14.13.131","Oxidoreductases"
"356","1.14.13.14","Oxidoreductases"
"357","1.14.13.148","Oxidoreductases"
"358","1.14.13.149","Oxidoreductases"
"359","1.14.13.154","Oxidoreductases"
"360","1.14.13.163","Oxidoreductases"
"361","1.14.13.168","Oxidoreductases"
"362","1.14.13.170","Oxidoreductases"
"363","1.14.13.172","Oxidoreductases"
"364","1.14.13.178","Oxidoreductases"
"365","1.14.13.179","Oxidoreductases"
"366","1.14.13.2","Oxidoreductases"
"367","1.14.13.20","Oxidoreductases"
"368","1.14.13.200","Oxidoreductases"
"369","1.14.13.217","Oxidoreductases"
"370","1.14.13.218","Oxidoreductases"
"371","1.14.13.222","Oxidoreductases"
"372","1.14.13.224","Oxidoreductases"
"373","1.14.13.226","Oxidoreductases"
"374","1.14.13.227","Oxidoreductases"
"375","1.14.13.230","Oxidoreductases"
"376","1.14.13.232","Oxidoreductases"
"377","1.14.13.233","Oxidoreductases"
"378","1.14.13.234","Oxidoreductases"
"379","1.14.13.236","Oxidoreductases"
"380","1.14.13.240","Oxidoreductases"
"381","1.14.13.243","Oxidoreductases"
"382","1.14.13.244","Oxidoreductases"
"383","1.14.13.248","Oxidoreductases"
"384","1.14.13.249","Oxidoreductases"
"385","1.14.13.25","Oxidoreductases"
"386","1.14.13.251","Oxidoreductases"
"387","1.14.13.33","Oxidoreductases"
"388","1.14.13.38","Oxidoreductases"
"389","1.14.13.39","Oxidoreductases"
"390","1.14.13.4","Oxidoreductases"
"391","1.14.13.5","Oxidoreductases"
"392","1.14.13.50","Oxidoreductases"
"393","1.14.13.59","Oxidoreductases"
"394","1.14.13.64","Oxidoreductases"
"395","1.14.13.69","Oxidoreductases"
"396","1.14.13.81","Oxidoreductases"
"397","1.14.13.83","Oxidoreductases"
"398","1.14.13.84","Oxidoreductases"
"399","1.14.13.9","Oxidoreductases"
"400","1.14.14.1","Oxidoreductases"
"401","1.14.14.100","Oxidoreductases"
"402","1.14.14.101","Oxidoreductases"
"403","1.14.14.102","Oxidoreductases"
"404","1.14.14.103","Oxidoreductases"
"405","1.14.14.106","Oxidoreductases"
"406","1.14.14.107","Oxidoreductases"
"407","1.14.14.109","Oxidoreductases"
"408","1.14.14.11","Oxidoreductases"
"409","1.14.14.110","Oxidoreductases"
"410","1.14.14.116","Oxidoreductases"
"411","1.14.14.117","Oxidoreductases"
"412","1.14.14.118","Oxidoreductases"
"413","1.14.14.119","Oxidoreductases"
"414","1.14.14.12","Oxidoreductases"
"415","1.14.14.124","Oxidoreductases"
"416","1.14.14.125","Oxidoreductases"
"417","1.14.14.131","Oxidoreductases"
"418","1.14.14.139","Oxidoreductases"
"419","1.14.14.14","Oxidoreductases"
"420","1.14.14.144","Oxidoreductases"
"421","1.14.14.145","Oxidoreductases"
"422","1.14.14.147","Oxidoreductases"
"423","1.14.14.15","Oxidoreductases"
"424","1.14.14.153","Oxidoreductases"
"425","1.14.14.154","Oxidoreductases"
"426","1.14.14.156","Oxidoreductases"
"427","1.14.14.157","Oxidoreductases"
"428","1.14.14.158","Oxidoreductases"
"429","1.14.14.16","Oxidoreductases"
"430","1.14.14.161","Oxidoreductases"
"431","1.14.14.163","Oxidoreductases"
"432","1.14.14.166","Oxidoreductases"
"433","1.14.14.167","Oxidoreductases"
"434","1.14.14.17","Oxidoreductases"
"435","1.14.14.176","Oxidoreductases"
"436","1.14.14.178","Oxidoreductases"
"437","1.14.14.179","Oxidoreductases"
"438","1.14.14.18","Oxidoreductases"
"439","1.14.14.180","Oxidoreductases"
"440","1.14.14.184","Oxidoreductases"
"441","1.14.14.19","Oxidoreductases"
"442","1.14.14.23","Oxidoreductases"
"443","1.14.14.24","Oxidoreductases"
"444","1.14.14.32","Oxidoreductases"
"445","1.14.14.34","Oxidoreductases"
"446","1.14.14.35","Oxidoreductases"
"447","1.14.14.36","Oxidoreductases"
"448","1.14.14.37","Oxidoreductases"
"449","1.14.14.38","Oxidoreductases"
"450","1.14.14.39","Oxidoreductases"
"451","1.14.14.40","Oxidoreductases"
"452","1.14.14.41","Oxidoreductases"
"453","1.14.14.44","Oxidoreductases"
"454","1.14.14.45","Oxidoreductases"
"455","1.14.14.47","Oxidoreductases"
"456","1.14.14.50","Oxidoreductases"
"457","1.14.14.54","Oxidoreductases"
"458","1.14.14.8","Oxidoreductases"
"459","1.14.14.80","Oxidoreductases"
"460","1.14.14.82","Oxidoreductases"
"461","1.14.14.83","Oxidoreductases"
"462","1.14.14.85","Oxidoreductases"
"463","1.14.14.86","Oxidoreductases"
"464","1.14.14.87","Oxidoreductases"
"465","1.14.14.89","Oxidoreductases"
"466","1.14.14.9","Oxidoreductases"
"467","1.14.14.90","Oxidoreductases"
"468","1.14.14.91","Oxidoreductases"
"469","1.14.14.92","Oxidoreductases"
"470","1.14.14.96","Oxidoreductases"
"471","1.14.14.97","Oxidoreductases"
"472","1.14.14.98","Oxidoreductases"
"473","1.14.15.15","Oxidoreductases"
"474","1.14.15.16","Oxidoreductases"
"475","1.14.15.18","Oxidoreductases"
"476","1.14.15.20","Oxidoreductases"
"477","1.14.15.21","Oxidoreductases"
"478","1.14.15.22","Oxidoreductases"
"479","1.14.15.24","Oxidoreductases"
"480","1.14.15.25","Oxidoreductases"
"481","1.14.15.26","Oxidoreductases"
"482","1.14.15.30","Oxidoreductases"
"483","1.14.15.31","Oxidoreductases"
"484","1.14.15.32","Oxidoreductases"
"485","1.14.15.33","Oxidoreductases"
"486","1.14.15.34","Oxidoreductases"
"487","1.14.15.35","Oxidoreductases"
"488","1.14.15.36","Oxidoreductases"
"489","1.14.15.4","Oxidoreductases"
"490","1.14.15.5","Oxidoreductases"
"491","1.14.15.6","Oxidoreductases"
"492","1.14.15.7","Oxidoreductases"
"493","1.14.15.9","Oxidoreductases"
"494","1.14.16.1","Oxidoreductases"
"495","1.14.16.2","Oxidoreductases"
"496","1.14.16.4","Oxidoreductases"
"497","1.14.17.1","Oxidoreductases"
"498","1.14.17.4","Oxidoreductases"
"499","1.14.18.1","Oxidoreductases"
"500","1.14.18.10","Oxidoreductases"
"501","1.14.18.11","Oxidoreductases"
"502","1.14.18.3","Oxidoreductases"
"503","1.14.18.5","Oxidoreductases"
"504","1.14.18.9","Oxidoreductases"
"505","1.14.19.17","Oxidoreductases"
"506","1.14.19.2","Oxidoreductases"
"507","1.14.19.20","Oxidoreductases"
"508","1.14.19.3","Oxidoreductases"
"509","1.14.19.41","Oxidoreductases"
"510","1.14.19.49","Oxidoreductases"
"511","1.14.19.54","Oxidoreductases"
"512","1.14.19.62","Oxidoreductases"
"513","1.14.19.64","Oxidoreductases"
"514","1.14.19.65","Oxidoreductases"
"515","1.14.19.67","Oxidoreductases"
"516","1.14.19.68","Oxidoreductases"
"517","1.14.19.71","Oxidoreductases"
"518","1.14.19.72","Oxidoreductases"
"519","1.14.19.76","Oxidoreductases"
"520","1.14.19.77","Oxidoreductases"
"521","1.14.19.79","Oxidoreductases"
"522","1.14.19.8","Oxidoreductases"
"523","1.14.19.9","Oxidoreductases"
"524","1.14.20.1","Oxidoreductases"
"525","1.14.20.13","Oxidoreductases"
"526","1.14.20.3","Oxidoreductases"
"527","1.14.20.4","Oxidoreductases"
"528","1.14.20.5","Oxidoreductases"
"529","1.14.20.6","Oxidoreductases"
"530","1.14.20.8","Oxidoreductases"
"531","1.14.99.1","Oxidoreductases"
"532","1.14.99.39","Oxidoreductases"
"533","1.14.99.46","Oxidoreductases"
"534","1.14.99.50","Oxidoreductases"
"535","1.14.99.59","Oxidoreductases"
"536","1.14.99.60","Oxidoreductases"
"537","1.14.99.61","Oxidoreductases"
"538","1.14.99.62","Oxidoreductases"
"539","1.16.1.6","Oxidoreductases"
"540","1.17.1.1","Oxidoreductases"
"541","1.17.1.10","Oxidoreductases"
"542","1.17.1.4","Oxidoreductases"
"543","1.17.1.5","Oxidoreductases"
"544","1.17.1.8","Oxidoreductases"
"545","1.17.1.9","Oxidoreductases"
"546","1.17.2.1","Oxidoreductases"
"547","1.17.3.2","Oxidoreductases"
"548","1.17.4.1","Oxidoreductases"
"549","1.17.4.2","Oxidoreductases"
"550","1.17.4.4","Oxidoreductases"
"551","1.17.5.1","Oxidoreductases"
"552","1.17.7.1","Oxidoreductases"
"553","1.17.7.2","Oxidoreductases"
"554","1.17.7.3","Oxidoreductases"
"555","1.17.7.4","Oxidoreductases"
"556","1.17.9.1","Oxidoreductases"
"557","1.17.98.3","Oxidoreductases"
"558","1.17.99.2","Oxidoreductases"
"559","1.17.99.3","Oxidoreductases"
"560","1.17.99.4","Oxidoreductases"
"561","1.17.99.9","Oxidoreductases"
"562","1.18.1.2","Oxidoreductases"
"563","1.18.6.1","Oxidoreductases"
"564","1.18.6.2","Oxidoreductases"
"565","1.19.6.1","Oxidoreductases"
"566","1.2.1.10","Oxidoreductases"
"567","1.2.1.103","Oxidoreductases"
"568","1.2.1.106","Oxidoreductases"
"569","1.2.1.11","Oxidoreductases"
"570","1.2.1.12","Oxidoreductases"
"571","1.2.1.13","Oxidoreductases"
"572","1.2.1.16","Oxidoreductases"
"573","1.2.1.17","Oxidoreductases"
"574","1.2.1.18","Oxidoreductases"
"575","1.2.1.19","Oxidoreductases"
"576","1.2.1.20","Oxidoreductases"
"577","1.2.1.21","Oxidoreductases"
"578","1.2.1.22","Oxidoreductases"
"579","1.2.1.23","Oxidoreductases"
"580","1.2.1.24","Oxidoreductases"
"581","1.2.1.26","Oxidoreductases"
"582","1.2.1.27","Oxidoreductases"
"583","1.2.1.28","Oxidoreductases"
"584","1.2.1.29","Oxidoreductases"
"585","1.2.1.3","Oxidoreductases"
"586","1.2.1.31","Oxidoreductases"
"587","1.2.1.36","Oxidoreductases"
"588","1.2.1.38","Oxidoreductases"
"589","1.2.1.39","Oxidoreductases"
"590","1.2.1.4","Oxidoreductases"
"591","1.2.1.41","Oxidoreductases"
"592","1.2.1.44","Oxidoreductases"
"593","1.2.1.46","Oxidoreductases"
"594","1.2.1.47","Oxidoreductases"
"595","1.2.1.49","Oxidoreductases"
"596","1.2.1.5","Oxidoreductases"
"597","1.2.1.53","Oxidoreductases"
"598","1.2.1.54","Oxidoreductases"
"599","1.2.1.57","Oxidoreductases"
"600","1.2.1.58","Oxidoreductases"
"601","1.2.1.59","Oxidoreductases"
"602","1.2.1.60","Oxidoreductases"
"603","1.2.1.63","Oxidoreductases"
"604","1.2.1.65","Oxidoreductases"
"605","1.2.1.7","Oxidoreductases"
"606","1.2.1.70","Oxidoreductases"
"607","1.2.1.71","Oxidoreductases"
"608","1.2.1.72","Oxidoreductases"
"609","1.2.1.74","Oxidoreductases"
"610","1.2.1.75","Oxidoreductases"
"611","1.2.1.76","Oxidoreductases"
"612","1.2.1.79","Oxidoreductases"
"613","1.2.1.8","Oxidoreductases"
"614","1.2.1.82","Oxidoreductases"
"615","1.2.1.83","Oxidoreductases"
"616","1.2.1.85","Oxidoreductases"
"617","1.2.1.87","Oxidoreductases"
"618","1.2.1.88","Oxidoreductases"
"619","1.2.1.89","Oxidoreductases"
"620","1.2.1.9","Oxidoreductases"
"621","1.2.1.90","Oxidoreductases"
"622","1.2.1.91","Oxidoreductases"
"623","1.2.1.95","Oxidoreductases"
"624","1.2.1.99","Oxidoreductases"
"625","1.2.2.1","Oxidoreductases"
"626","1.2.3.1","Oxidoreductases"
"627","1.2.3.14","Oxidoreductases"
"628","1.2.3.3","Oxidoreductases"
"629","1.2.3.5","Oxidoreductases"
"630","1.2.3.7","Oxidoreductases"
"631","1.2.3.8","Oxidoreductases"
"632","1.2.4.2","Oxidoreductases"
"633","1.2.4.4","Oxidoreductases"
"634","1.2.5.1","Oxidoreductases"
"635","1.2.7.1","Oxidoreductases"
"636","1.2.7.11","Oxidoreductases"
"637","1.2.7.12","Oxidoreductases"
"638","1.2.7.3","Oxidoreductases"
"639","1.2.7.4","Oxidoreductases"
"640","1.2.7.5","Oxidoreductases"
"641","1.2.7.6","Oxidoreductases"
"642","1.2.7.7","Oxidoreductases"
"643","1.2.98.1","Oxidoreductases"
"644","1.2.99.8","Oxidoreductases"
"645","1.21.1.2","Oxidoreductases"
"646","1.21.3.1","Oxidoreductases"
"647","1.21.3.10","Oxidoreductases"
"648","1.21.3.3","Oxidoreductases"
"649","1.21.3.7","Oxidoreductases"
"650","1.21.3.8","Oxidoreductases"
"651","1.21.4.1","Oxidoreductases"
"652","1.21.4.5","Oxidoreductases"
"653","1.21.98.1","Oxidoreductases"
"654","1.21.98.2","Oxidoreductases"
"655","1.21.99.5","Oxidoreductases"
"656","1.23.1.1","Oxidoreductases"
"657","1.23.1.2","Oxidoreductases"
"658","1.23.5.1","Oxidoreductases"
"659","1.3.1.1","Oxidoreductases"
"660","1.3.1.10","Oxidoreductases"
"661","1.3.1.100","Oxidoreductases"
"662","1.3.1.104","Oxidoreductases"
"663","1.3.1.106","Oxidoreductases"
"664","1.3.1.11","Oxidoreductases"
"665","1.3.1.119","Oxidoreductases"
"666","1.3.1.12","Oxidoreductases"
